epoch,train acc,test acc,train loss,test loss
50.0,0.7702,0.7735,0.5073633790016174,0.4971349835395813
100.0,0.8252,0.8235,0.40695589780807495,0.4023487865924835
150.0,0.862,0.8545,0.33601394295692444,0.34009721875190735
200.0,0.8869,0.88,0.285983681678772,0.2906123101711273
250.0,0.9012,0.8965,0.2482958436012268,0.26262587308883667
300.0,0.911,0.9055,0.22446604073047638,0.2423887848854065
350.0,0.9182,0.9065,0.2070559561252594,0.23571369051933289
400.0,0.9265,0.915,0.18820400536060333,0.22499977052211761
450.0,0.9326,0.9185,0.17473657429218292,0.214288592338562
500.0,0.9378,0.9215,0.16327911615371704,0.21052506566047668
550.0,0.9414,0.929,0.1513177901506424,0.20094141364097595
600.0,0.9469,0.93,0.14330822229385376,0.19875045120716095
650.0,0.9504,0.931,0.13570357859134674,0.19741614162921906
700.0,0.9548,0.9315,0.12770222127437592,0.193200021982193
750.0,0.9556,0.929,0.12170268595218658,0.1965181678533554
800.0,0.9596,0.9285,0.11476408690214157,0.19858020544052124
850.0,0.9608,0.926,0.10973547399044037,0.21198613941669464
900.0,0.963,0.9295,0.10470017045736313,0.20264463126659393
950.0,0.9645,0.9275,0.10110082477331161,0.21108750998973846
1000.0,0.9666,0.9245,0.09547629207372665,0.2136899083852768
